gene	coord	86minua2_CAST	86minua2_129S1	86minua2_total	86minua2_CAST/all	86minua2_htseqCount
Akap7	chr10:25267308-25267468	25	32	57	0.438596	122
Akap8	chr17:32303676-32305706	36	35	71	0.507042	957
Akap9	chr5:4077828-4077967	13	19	32	0.40625	244
Akip1	chr7:109711750-109712181	28	15	43	0.651163	121
Akirin1	chr4:123749948-123750299	39	39	78	0.5	379
Akirin2	chr4:34566215-34566908	51	47	98	0.520408	330
Akr1a1	chr4:116641858-116641977	177	168	345	0.513043	2173
Akr1b10	chr6:34396612-34396949	3	7	10	0.3	38
Akr1b3	chr6:34317340-34317489	513	613	1126	0.455595	0
Akr1e1	chr13:4595071-4595154	9	12	21	0.428571	90
Akr7a5	chr4:139318092-139318786	28	45	73	0.383562	152
Akt1	chr12:112659129-112659276	57	33	90	0.633333	288
Akt1s1	chr7:44854592-44855421	16	24	40	0.4	199
Akt2	chr7:27638062-27639453	54	51	105	0.514286	429
Aktip	chr8:91129600-91129805	24	19	43	0.55814	263
Alad	chr4:62514074-62514260	33	62	95	0.347368	221
Alas1	chr9:106241116-106241338	10	9	19	0.526316	127
Aldh16a1	chr7:45154392-45154538	95	119	214	0.443925	485
Aldh18a1	chr19:40586127-40586192	237	199	436	0.543578	533
Aldh1l1	chr6:90598887-90599171	26	21	47	0.553191	116
Aldh1l2	chr10:83487447-83490634	27	9	36	0.75	129
Aldh2	chr5:121593362-121593824	411	418	829	0.495778	1088
Aldh3a2	chr11:61266854-61267127	148	82	230	0.643478	231
Aldh4a1	chr4:139648158-139649691	66	111	177	0.372881	178
Aldh6a1	chr12:84442071-84442145	86	53	139	0.618705	234
Aldh7a1	chr18:56562483-56562675	212	156	368	0.576087	451
Aldh9a1	chr1:167367405-167368530	197	131	328	0.60061	655
Aldoa	chr7:126797337-126797548	1071	987	2058	0.520408	7605
Aldoc	chr11:78326262-78326760	5	7	12	0.416667	57
Alg1	chr16:5244441-5244907	39	39	78	0.5	130
Alg10b	chr15:90227324-90230554	220	167	387	0.568475	258
Alg11	chr8:22067881-22071627	197	138	335	0.58806	242
Alg13	chrX:144373548-144374448	473	712	1185	0.399156	2573
Alg14	chr3:121361556-121362011	12	21	33	0.363636	63
Alg2	chr4:47469833-47472458	15	18	33	0.454545	140
Alg3	chr16:20605458-20605717	3	14	17	0.176471	110
Alg5	chr3:54749229-54749795	37	34	71	0.521127	187
Alg6	chr4:99761871-99763460	48	55	103	0.466019	265
Alg8	chr7:97391528-97392158	46	10	56	0.821429	97
Alg9	chr9:50842734-50843639	18	13	31	0.580645	103
Alkbh1	chr12:87443642-87443839	208	109	317	0.656151	312
Alkbh2	chr5:114127876-114128176	80	33	113	0.707965	143
Alkbh3	chr2:94008039-94008142	23	14	37	0.621622	63
Alkbh4	chr5:136140179-136141614	15	22	37	0.405405	50
Alkbh5	chr11:60554238-60558512	71	84	155	0.458065	461
Alkbh6	chr7:30313919-30314303	7	12	19	0.368421	82
Alkbh8	chr9:3382694-3382843	11	10	21	0.52381	101
Alms1	chr6:85696576-85696817	48	35	83	0.578313	300
Alpk3	chr7:81103971-81105612	46	44	90	0.511111	273
Alpl	chr4:137758572-137758732	659	631	1290	0.510853	1613
Als2	chr1:59215102-59216021	124	270	394	0.314721	429
Alyref	chr11:120597635-120597766	43	45	88	0.488636	677
Amacr	chr15:10994840-10996624	29	20	49	0.591837	58
Amd1	chr10:40290378-40290615	86	90	176	0.488636	0
Amd2	chr10:40290378-40290615	86	90	176	0.488636	0
Amdhd2	chr17:24163582-24163733	41	37	78	0.525641	251
Amfr	chr8:94000305-94000469	110	66	176	0.625	377
Ammecr1	chrX:142853474-142855647	8	9	17	0.470588	155
Ammecr1l	chr18:31780644-31784083	16	13	29	0.551724	208
Amotl2	chr9:102731648-102733417	12	19	31	0.387097	272
Ampd2	chr3:108079587-108079773	10	17	27	0.37037	249
Amph	chr13:19149736-19150919	52	36	88	0.590909	195
Amt	chr9:108300534-108300714	37	49	86	0.430233	488
Amz2	chr11:109436563-109438148	67	65	132	0.507576	196
Anapc1	chr2:128687153-128687395	147	166	313	0.469649	696
Anapc10	chr8:79719658-79719748	21	22	43	0.488372	258
Anapc11	chr11:120598421-120598870	11	18	29	0.37931	196
Anapc16	chr10:60002956-60003112	154	77	231	0.666667	232
Anapc2	chr2:25279172-25279313	44	37	81	0.54321	430
Anapc4	chr5:52866395-52866734	45	33	78	0.576923	577
Anapc5	chr5:122799339-122799474	879	724	1603	0.548347	2106
Anapc7	chr5:122440086-122440310	53	27	80	0.6625	346
Angel1	chr12:86700502-86702441	8	10	18	0.444444	105
Angel2	chr1:190944940-190946491	84	88	172	0.488372	233
Ank	chr15:27593104-27594907	8	9	17	0.470588	166
Ankfy1	chr11:72767513-72772146	23	74	97	0.237113	603
Ankhd1	chr18:36657974-36658138	50	31	81	0.617284	631
Ankib1	chr5:3733976-3734184	9	12	21	0.428571	218
Ankle1	chr8:71409227-71409904	9	4	13	0.692308	129
Ankle2	chr5:110254301-110256651	67	64	131	0.51145	288
Ankmy2	chr12:36196220-36197291	315	99	414	0.76087	620
Ankra2	chr13:98272772-98273918	46	16	62	0.741935	156
Ankrd10	chr8:11635411-11635757	193	105	298	0.647651	685
Ankrd11	chr8:122889639-122896156	384	175	559	0.686941	1735
Ankrd13a	chr5:114804229-114805820	112	70	182	0.615385	716
Ankrd13c	chr3:158005740-158006837	16	17	33	0.484848	250
Ankrd16	chr2:11789734-11790323	50	35	85	0.588235	74
Ankrd17	chr5:90290948-90291185	72	59	131	0.549618	1048
Ankrd26	chr6:118558938-118559111	62	64	126	0.492063	195
Ankrd27	chr7:35638014-35639237	104	120	224	0.464286	342
Ankrd28	chr14:31745221-31745363	11	17	28	0.392857	397
Ankrd32	chr13:77125230-77125470	37	16	53	0.698113	229
Ankrd35	chr3:96689445-96689510	5	4	9	0.555556	101
Ankrd37	chr8:45997614-45997820	22	7	29	0.758621	40
Ankrd40	chr11:94339553-94341847	45	40	85	0.529412	267
Ankrd45	chr1:161167712-161170507	58	47	105	0.552381	215
Ankrd46	chr15:36485795-36486127	54	58	112	0.482143	321
Ankrd49	chr9:14780198-14781611	56	60	116	0.482759	190
Anks1	chr17:28059294-28062779	19	23	42	0.452381	176
Anks3	chr16:4947265-4947432	9	11	20	0.45	95
Ankzf1	chr1:75198780-75198865	20	18	38	0.526316	149
Anln	chr9:22388970-22389206	253	418	671	0.377049	1247
Ano6	chr15:95972495-95975472	11	10	21	0.52381	122
Ano9	chr7:141110376-141110512	37	31	68	0.544118	182
Anp32a	chr9:62377554-62378805	371	416	787	0.47141	2052
Anp32b	chr4:46469883-46470007	252	261	513	0.491228	2285
Anp32e	chr3:95945180-95947387	29	43	72	0.402778	1411
Anxa11	chr14:25873944-25874031	59	62	121	0.487603	394
Anxa2	chr9:69488055-69488113	25	16	41	0.609756	353
Anxa4	chr6:86757819-86757913	46	71	117	0.393162	242
Anxa5	chr3:36475573-36475887	29	9	38	0.763158	74
Anxa6	chr11:55033359-55033471	169	75	244	0.692623	485
Anxa7	chr14:20473275-20473329	145	293	438	0.33105	806
Aoah	chr13:21023209-21024254	22	76	98	0.22449	70
Ap1ar	chr3:127823265-127823313	50	32	82	0.609756	270
Ap1b1	chr11:5041718-5042794	33	48	81	0.407407	337
Ap1g1	chr8:109860094-109864209	249	147	396	0.628788	812
Ap1g2	chr14:55103409-55103507	5	5	10	0.5	78
Ap1m1	chr8:72256735-72257379	11	9	20	0.55	358
Ap1s1	chr5:137043064-137043242	59	55	114	0.517544	347
Ap1s2	chrX:163926903-163929546	175	0	175	1	399
Ap2a1	chr7:44909699-44909828	75	88	163	0.460123	674
Ap2a2	chr7:141631292-141633011	137	183	320	0.428125	734
Ap2b1	chr11:83402570-83405033	130	124	254	0.511811	658
Ap2m1	chr16:20543311-20544053	47	48	95	0.494737	1645
Ap2s1	chr7:16748912-16749290	57	78	135	0.422222	292
Ap3b1	chr13:94565605-94566316	56	103	159	0.352201	588
Ap3b2	chr7:81477588-81477654	26	43	69	0.376812	143
Ap3d1	chr10:80716474-80716619	15	22	37	0.405405	470
Ap3m1	chr14:21045488-21045763	124	165	289	0.429066	747
Ap3s1	chr18:46789897-46790826	18	21	39	0.461538	236
Ap3s2	chr7:79909835-79909906	65	73	138	0.471014	289
Ap4b1	chr3:103821336-103822025	37	24	61	0.606557	130
Ap4e1	chr2:127066542-127069814	13	18	31	0.419355	161
Ap4m1	chr5:138178069-138178180	5	6	11	0.454545	194
Ap4s1	chr12:51738553-51738939	19	17	36	0.527778	49
Ap5m1	chr14:49086245-49087723	76	38	114	0.666667	185
Ap5z1	chr5:142477216-142478715	6	9	15	0.4	113
Apaf1	chr10:91054380-91054564	44	48	92	0.478261	260
Apba3	chr10:81272822-81272959	34	33	67	0.507463	130
Apbb2	chr5:66618568-66618817	2	8	10	0.2	118
Apc	chr18:34312005-34322190	78	106	184	0.423913	512
Apcdd1	chr18:62951830-62953195	7	13	20	0.35	77
Apeh	chr9:108091768-108091889	30	20	50	0.6	266
Apela	chr8:65036890-65037143	137	87	224	0.611607	270
Apex1	chr14:50926456-50927188	109	122	231	0.471861	1909
Apex2	chrX:150585201-150585347	11	0	11	1	64
Api5	chr2:94428046-94428139	115	103	218	0.527523	1274
Apip	chr2:103091749-103091916	14	36	50	0.28	74
Apitd1	chr4:149137476-149137600	18	38	56	0.321429	108
Aplf	chr6:87646014-87646351	2	8	10	0.2	78
Aplp1	chr7:30442480-30442613	16	41	57	0.280702	151
Aplp2	chr9:31177905-31178078	179	272	451	0.396896	1130
Apmap	chr2:150600244-150600360	5	13	18	0.277778	121
Apoa1bp	chr3:88058327-88058495	109	73	182	0.598901	225
Apoa2	chr1:171225666-171225798	52	0	52	1	27
Apobec2	chr17:48432479-48432728	142	136	278	0.510791	487
Apobec3	chr15:79895411-79895558	35	31	66	0.530303	472
Apoc1	chr7:19689480-19689636	66	55	121	0.545455	244
Apoe	chr7:19696244-19697103	189	129	318	0.59434	5791
Apoo	chrX:94416842-94417092	19	21	40	0.475	58
Apopt1	chr12:111733667-111734224	246	85	331	0.743202	257
App	chr16:85120530-85120697	41	34	75	0.546667	162
Appbp2	chr11:85216436-85216524	12	17	29	0.413793	392
Appl1	chr14:26958453-26958511	111	119	230	0.482609	437
Appl2	chr10:83600034-83601041	14	12	26	0.538462	126
Aprt	chr8:122576753-122576907	389	187	576	0.675347	1541
Aptx	chr4:40694852-40695136	10	7	17	0.588235	73
Aqp3	chr4:41095145-41095271	73	199	272	0.268382	977
Aqp7	chr4:41033074-41034459	10	3	13	0.769231	7
Aqr	chr2:114158870-114159010	61	98	159	0.383648	465
Araf	chrX:20859979-20860521	28	35	63	0.444444	549
Arap1	chr7:101411304-101412586	4	4	8	0.5	90
Arcn1	chr9:44742144-44744016	66	67	133	0.496241	884
Arel1	chr12:84943332-84943392	114	65	179	0.636872	343
Arf1	chr11:59211412-59212695	60	53	113	0.530973	1555
Arf2	chr11:103983588-103985336	18	13	31	0.580645	141
Arf3	chr15:98742593-98742829	120	79	199	0.603015	778
Arf4	chr14:26655896-26657258	161	162	323	0.498452	820
Arf5	chr6:28426072-28426499	28	31	59	0.474576	550
Arf6	chr12:69372324-69375980	83	23	106	0.783019	1337
Arfgap1	chr2:180981037-180982524	41	40	81	0.506173	212
Arfgap2	chr2:91275765-91277371	57	88	145	0.393103	304
Arfgef1	chr1:10184386-10184497	25	49	74	0.337838	376
Arfgef2	chr2:166894612-166898051	77	48	125	0.616	414
Arfip1	chr3:84527686-84527798	8	20	28	0.285714	222
Arfip2	chr7:105634201-105636393	12	19	31	0.387097	216
Arglu1	chr8:8666576-8667416	38	31	69	0.550725	400
Arhgap1	chr2:91670712-91672320	48	52	100	0.48	280
Arhgap11a	chr2:113845255-113845325	90	46	136	0.661765	468
Arhgap12	chr18:6135804-6136098	48	62	110	0.436364	485
Arhgap17	chr7:123327239-123327343	21	19	40	0.525	271
Arhgap19	chr19:41788306-41788386	137	123	260	0.526923	496
Arhgap21	chr2:20879961-20881851	138	106	244	0.565574	430
Arhgap23	chr11:97500109-97502400	10	8	18	0.555556	76
Arhgap27	chr11:103331484-103333040	6	5	11	0.545455	56
Arhgap32	chr9:32258902-32265511	15	10	25	0.6	240
Arhgap35	chr7:16561458-16565329	34	36	70	0.485714	430
Arhgap42	chr9:9011336-9011441	8	6	14	0.571429	141
Arhgap5	chr12:52567011-52567851	40	14	54	0.740741	855
Arhgap8	chr15:84769997-84770100	20	16	36	0.555556	62
Arhgap9	chr10:127329499-127329943	5	11	16	0.3125	51
Arhgef1	chr7:24926240-24926591	24	22	46	0.521739	236
Arhgef10l	chr4:140591818-140591987	46	54	100	0.46	235
Arhgef12	chr9:42970993-42971306	15	24	39	0.384615	270
Arhgef18	chr8:3454372-3456600	57	56	113	0.504425	316
Arhgef2	chr3:88646790-88648052	28	34	62	0.451613	231
Arhgef3	chr14:27401630-27403911	3	8	11	0.272727	88
Arhgef39	chr4:43498586-43498704	34	36	70	0.485714	94
Arhgef7	chr8:11832970-11835217	23	34	57	0.403509	174
Arid1a	chr4:133720550-133720999	33	32	65	0.507692	831
Arid2	chr15:96401953-96405463	37	36	73	0.506849	338
Arid3b	chr9:57833616-57834234	38	30	68	0.558824	274
Arid4a	chr12:71097501-71099351	65	26	91	0.714286	256
Arid4b	chr13:14193366-14193581	18	21	39	0.461538	242
Arid5b	chr10:68095593-68098669	9	5	14	0.642857	196
Arih1	chr9:59396351-59396611	60	51	111	0.540541	791
Arih2	chr9:108649229-108649380	109	83	192	0.567708	959
Arl1	chr10:88731414-88731564	3	16	19	0.157895	377
Arl10	chr13:54580721-54581128	10	18	28	0.357143	38
Arl13b	chr16:62806542-62806647	20	22	42	0.47619	105
Arl14ep	chr2:106969072-106969558	72	65	137	0.525547	276
Arl14epl	chr18:46932406-46934222	306	441	747	0.409639	591
Arl15	chr13:114154704-114157461	59	116	175	0.337143	286
Arl2	chr19:6137730-6137840	50	49	99	0.505051	197
Arl2bp	chr8:94673017-94674457	58	45	103	0.563107	464
Arl3	chr19:46551573-46551689	46	29	75	0.613333	112
Arl4a	chr12:40037263-40037376	90	74	164	0.54878	295
Arl4d	chr11:101666548-101667832	10	34	44	0.227273	101
Arl5a	chr2:52416064-52416211	102	155	257	0.396887	410
Arl5b	chr2:15076256-15079191	5	11	16	0.3125	105
Arl6	chr16:59638930-59639339	20	58	78	0.25641	84
Arl6ip1	chr7:118118890-118120410	372	481	853	0.436108	2203
Arl6ip4	chr5:124116915-124117193	13	12	25	0.52	357
Arl6ip5	chr6:97232400-97233315	15	13	28	0.535714	144
Arl6ip6	chr2:53217295-53219221	134	160	294	0.455782	288
Arl8a	chr1:135155222-135156268	34	24	58	0.586207	205
Arl8b	chr6:108821503-108823723	51	43	94	0.542553	487
Armc1	chr3:19162910-19163065	86	105	191	0.450262	468
Armc10	chr5:21661364-21662592	208	367	575	0.361739	302
Armc6	chr8:70231280-70231406	11	4	15	0.733333	92
Armc9	chr1:86198242-86198381	3	8	11	0.272727	77
Armcx1	chrX:134720034-134721912	64	73	137	0.467153	319
Armcx4	chrX:134689217-134697772	18	46	64	0.28125	341
Armcx5	chrX:135744919-135747326	15	14	29	0.517241	192
Arnt	chr3:95495304-95497239	81	77	158	0.512658	301
Arntl	chr7:113299187-113299433	5	7	12	0.416667	100
Arpc1a	chr5:145097216-145097323	58	57	115	0.504348	515
Arpc1b	chr5:145127821-145128186	67	62	129	0.51938	959
Arpc2	chr1:74251254-74251299	44	57	101	0.435644	1267
Arpc3	chr5:122405869-122406178	139	170	309	0.449838	730
Arpc4	chr6:113388771-113390447	27	17	44	0.613636	527
Arpc5	chr1:152774260-152775580	84	114	198	0.424242	694
Arpc5l	chr2:39008139-39008344	9	3	12	0.75	267
Arpp19	chr9:75056635-75060313	66	57	123	0.536585	588
Arrb2	chr11:70440164-70440828	4	7	11	0.363636	132
Arrdc1	chr2:24935028-24935281	3	8	11	0.272727	57
Arrdc2	chr8:70836858-70837020	17	9	26	0.653846	64
Arrdc3	chr13:80893370-80896043	63	54	117	0.538462	512
Arv1	chr8:124733807-124734123	8	5	13	0.615385	59
Arvcf	chr16:18405607-18407074	17	8	25	0.68	349
Arxes1	chrX:136033367-136034946	59	32	91	0.648352	272
Arxes2	chrX:135993820-135995359	129	78	207	0.623188	376
As3mt	chr19:46740461-46741095	57	26	83	0.686747	173
Asah1	chr8:41360253-41360299	230	241	471	0.488323	1078
Asap1	chr15:64173218-64173292	21	24	45	0.466667	223
Asap2	chr12:21267718-21270171	50	21	71	0.704225	228
Asb13	chr13:3649319-3649510	11	1	12	0.916667	55
Asb3	chr11:31101037-31102704	10	24	34	0.294118	115
Asb6	chr2:30828074-30828300	44	57	101	0.435644	209
Asb7	chr7:66678157-66678245	3	7	10	0.3	95
Asb8	chr15:98134640-98136438	14	23	37	0.378378	105
Ascc1	chr10:60042121-60042257	19	19	38	0.5	155
Ascc2	chr11:4682907-4683386	7	18	25	0.28	136
Ascc3	chr10:50850461-50851202	33	50	83	0.39759	437
Asf1a	chr10:53606109-53606285	13	20	33	0.393939	293
Ash2l	chr8:25847579-25847694	82	111	193	0.42487	2220
Asl	chr5:130018548-130018604	53	56	109	0.486239	174
Asna1	chr8:85017931-85018255	110	57	167	0.658683	1738
Asns	chr6:7677231-7677331	420	333	753	0.557769	3570
Asnsd1	chr1:53352530-53352752	217	338	555	0.390991	805
Aspg	chr12:112120865-112121047	9	2	11	0.818182	46
Asph	chr4:9639198-9639347	111	51	162	0.685185	351
Aspm	chr1:139490299-139490453	117	101	218	0.536697	633
Aspscr1	chr11:120702484-120702550	23	15	38	0.605263	548
Asrgl1	chr19:9119188-9119330	18	21	39	0.461538	188
Ass1	chr2:31480975-31481163	359	271	630	0.569841	3
Asun	chr6:146577301-146577835	48	41	89	0.539326	324
Asxl1	chr2:153399239-153404007	46	74	120	0.383333	602
Asxl2	chr12:3499979-3506849	118	54	172	0.686047	585
Atad1	chr19:32701520-32701640	183	197	380	0.481579	652
Atad2	chr15:58134807-58135082	106	94	200	0.53	797
Atad2b	chr12:5044006-5047410	93	19	112	0.830357	633
Atad3a	chr4:155760802-155761098	175	166	341	0.513196	437
Atad5	chr11:80134293-80135791	75	110	185	0.405405	385
Ate1	chr7:130467256-130467437	51	49	100	0.51	234
Atf1	chr15:100259815-100261248	92	111	203	0.453202	459
Atf2	chr2:73892475-73892639	23	42	65	0.353846	454
Atf3	chr1:191177231-191177474	4	6	10	0.4	81
Atf4	chr15:80256634-80257545	201	200	401	0.501247	1554
Atf5	chr7:44814989-44815282	44	25	69	0.637681	231
Atf6	chr1:170834820-170835040	73	48	121	0.603306	211
Atf6b	chr17:34652989-34653096	10	5	15	0.666667	231
Atf7ip	chr6:136606474-136607379	64	66	130	0.492308	313
Atf7ip2	chr16:10241546-10243051	47	35	82	0.573171	230
Atg10	chr13:91208318-91208433	9	6	15	0.6	26
Atg101	chr15:101286933-101287250	26	25	51	0.509804	296
Atg12	chr18:46741381-46741579	148	148	296	0.5	397
Atg13	chr2:91710247-91710592	72	50	122	0.590164	276
Atg14	chr14:47547241-47547358	85	75	160	0.53125	302
Atg16l1	chr1:87791216-87792428	27	26	53	0.509434	354
Atg2a	chr19:6261601-6262304	53	45	98	0.540816	327
Atg2b	chr12:105658838-105658988	54	21	75	0.72	376
Atg3	chr16:45182821-45182976	19	19	38	0.5	163
Atg4b	chr1:93787686-93789529	65	67	132	0.492424	443
Atg4d	chr9:21273254-21274837	57	57	114	0.5	219
Atg7	chr6:114858991-114860614	15	13	28	0.535714	116
Atg9a	chr1:75180861-75181931	9	3	12	0.75	66
Athl1	chr7:140946789-140947658	14	15	29	0.482759	87
Atic	chr1:71578552-71579403	754	566	1320	0.571212	1391
Atl2	chr17:79859787-79859879	11	18	29	0.37931	550
Atl3	chr19:7533950-7538609	53	59	112	0.473214	401
Atm	chr9:53513105-53513200	91	76	167	0.54491	466
Atmin	chr8:116956253-116960445	424	217	641	0.661466	788
Atox1	chr11:55454881-55454956	168	175	343	0.489796	480
Atp10d	chr5:72296928-72298771	30	12	42	0.714286	183
Atp11b	chr3:35855105-35856276	142	147	289	0.491349	609
Atp11c	chrX:60309716-60309805	37	46	83	0.445783	451
Atp13a1	chr8:69807419-69807748	37	50	87	0.425287	388
Atp13a2	chr4:141006352-141006503	40	51	91	0.43956	161
Atp13a3	chr16:30362576-30362749	243	280	523	0.464627	902
Atp1a1	chr3:101589767-101589965	71	104	175	0.405714	1901
Atp1a2	chr1:172293572-172293676	120	1	121	0.991736	264
Atp1b1	chr1:164457761-164458355	152	139	291	0.522337	1252
Atp1b3	chr9:96340202-96340386	114	99	213	0.535211	580
Atp2a2	chr5:122501568-122502225	377	341	718	0.52507	2231
Atp2a3	chr11:72991689-72993043	20	21	41	0.487805	165
Atp2b1	chr10:99022808-99026143	29	68	97	0.298969	550
Atp2c1	chr9:105453534-105453686	95	65	160	0.59375	405
Atp5a1	chr18:77782301-77782868	335	291	626	0.535144	8540
Atp5b	chr10:128088321-128088533	814	786	1600	0.50875	12178
Atp5c1	chr2:10079713-10080510	234	268	502	0.466135	2506
Atp5d	chr10:80145423-80145818	68	117	185	0.367568	746
Atp5e	chr2:174463965-174464101	155	169	324	0.478395	609
Atp5f1	chr3:105959148-105959558	672	602	1274	0.527473	2830
Atp5g1	chr11:96074987-96075033	429	374	803	0.534247	1207
Atp5g2	chr15:102665763-102665855	170	159	329	0.516717	2393
Atp5g3	chr2:73909864-73909941	214	237	451	0.474501	2566
Atp5h	chr11:115418386-115418516	66	77	143	0.461538	901
Atp5j	chr16:84835421-84835574	79	101	180	0.438889	922
Atp5j2	chr5:145183706-145183867	145	196	341	0.42522	1004
Atp5k	chr5:108433253-108433337	3	10	13	0.230769	693
Atp5o	chr16:91931520-91931630	413	375	788	0.524112	1882
Atp5s	chr12:69743719-69744658	27	16	43	0.627907	128
Atp5sl	chr7:25624715-25625550	80	88	168	0.47619	158
Atp6ap2	chrX:12615682-12617051	135	107	242	0.557851	892
Atp6v0a1	chr11:101062312-101063717	25	26	51	0.490196	109
Atp6v0a2	chr5:124721698-124724455	19	14	33	0.575758	181
Atp6v0b	chr4:117884330-117884641	25	25	50	0.5	470
Atp6v0c	chr17:24169206-24169429	160	193	353	0.453258	1
Atp6v0c-ps2	chr17:24169206-24169395	160	193	353	0.453258	0
Atp6v0d1	chr8:105539321-105539492	64	40	104	0.615385	761
Atp6v0e	chr17:26699212-26699646	23	64	87	0.264368	462
Atp6v1a	chr16:44116787-44116882	276	308	584	0.472603	1329
Atp6v1b2	chr8:69112430-69113717	224	283	507	0.441815	1033
Atp6v1c1	chr15:38691612-38692444	168	88	256	0.65625	614
Atp6v1d	chr12:78861419-78861638	116	64	180	0.644444	766
Atp6v1e1	chr6:120822588-120822685	157	174	331	0.47432	694
Atp6v1f	chr6:29470067-29470509	159	228	387	0.410853	584
Atp6v1g1	chr4:63549945-63550701	129	122	251	0.513944	947
Atp6v1h	chr1:5162105-5162549	77	67	144	0.534722	749
Atp7a	chrX:106124339-106128160	12	14	26	0.461538	242
Atp8b2	chr3:89957011-89957090	118	63	181	0.651934	378
Atp9a	chr2:168681976-168682051	44	35	79	0.556962	265
Atp9b	chr18:80756454-80756543	20	31	51	0.392157	179
Atpaf1	chr4:115796755-115796802	12	17	29	0.413793	320
Atpaf2	chr11:60416751-60417099	14	13	27	0.518519	118
Atpif1	chr4:132533482-132533659	354	386	740	0.478378	1010
Atr	chr9:95936295-95936527	23	24	47	0.489362	671
Atraid	chr5:31048640-31048756	8	12	20	0.4	215
Atrip	chr9:109069279-109069397	28	32	60	0.466667	113
Atrx	chrX:105874560-105877573	195	194	389	0.501285	2951
Atxn10	chr15:85391638-85391746	41	27	68	0.602941	1269
Atxn1l	chr8:109726451-109733742	15	2	17	0.882353	216
Atxn2	chr5:121785215-121785412	9	7	16	0.5625	296
Atxn2l	chr7:126502900-126503302	37	46	83	0.445783	972
Atxn3	chr12:101945400-101945466	79	51	130	0.607692	365
Atxn7l1	chr12:33249851-33251157	22	6	28	0.785714	58
Atxn7l3	chr11:102289300-102291803	28	28	56	0.5	503
Atxn7l3b	chr10:112925428-112929026	81	76	157	0.515924	347
AU015836	chrX:93973977-93975470	66	18	84	0.785714	235
AU018091	chr7:3163893-3164297	190	257	447	0.425056	960
AU019823	chr9:50615483-50615559	21	19	40	0.525	342
AU022252	chr4:119226801-119226932	9	14	23	0.391304	87
AU022751	chrX:6081218-6083420	22	25	47	0.468085	86
Auh	chr13:52889103-52889195	15	19	34	0.441176	97
Aup1	chr6:83056368-83056434	24	18	42	0.571429	267
Aurka	chr2:172366922-172367171	20	26	46	0.434783	552
Aurkaip1	chr4:155831983-155832070	42	66	108	0.388889	665
